row_id,ticker,company_name,rating_date,sector,rating_detail,last_y,pred_label,raw_pred_label,prob_0,prob_1,prob_2
test_001480,CZR,CAESARS ENTERTAINMENT,2015-05-21,8,0,0,1,1,0.21566361,0.7511898,0.03314656
test_000747,THC,Tenet Healthcare Corp.,2014-03-05,7,0,1,1,1,0.17221938,0.73916644,0.088614106
test_000185,WLL,Whiting Petroleum Corporation,2016-07-28,5,0,0,1,1,0.16490488,0.6512028,0.18389232
test_001617,TDG,TransDigm Inc.,2013-06-28,1,0,1,1,1,0.13980098,0.7230609,0.13713811
test_001317,NAV,Navistar International Corporation,2013-12-16,1,0,0,1,1,0.12616155,0.8514854,0.022353128
test_000518,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,1,1,0.11664643,0.72257906,0.16077451
test_000024,TDG,TransDigm Inc.,2013-08-23,1,0,1,1,1,0.1147743,0.7351637,0.15006201
test_000078,KTOS,"Kratos Defense & Security Solutions, Inc.",2016-12-16,1,0,1,1,1,0.11163765,0.84782165,0.040540725
test_000612,GLPG,Galapagos Holding S.A.,2014-10-01,7,0,0,1,1,0.102545634,0.8090341,0.08842016
test_000811,TECK,Teck Resources Limited,2016-05-23,8,0,1,1,1,0.09703502,0.8625339,0.040431026
test_001698,THC,Tenet Healthcare Corp.,2012-07-16,7,0,1,1,1,0.094793305,0.7886283,0.11657839
test_001256,BZH,Beazer Homes USA Inc.,2016-03-11,8,0,1,1,1,0.09135928,0.76997095,0.13866973
test_000309,SPWR,SUNPOWER CORPORATION,2013-09-23,10,0,0,1,1,0.08438476,0.813048,0.10256728
test_001116,BLDR,"Builders FirstSource, Inc.",2013-05-13,8,0,0,1,1,0.082255386,0.8326246,0.08511998
test_001514,CLF,Cleveland-Cliffs Inc.,2016-01-05,8,0,1,1,1,0.078553334,0.89742535,0.024021244
test_001500,KTOS,"Kratos Defense and Security Solutions, Inc.",2014-11-13,10,0,1,1,1,0.07472155,0.8056584,0.119620055
test_000472,GLDD,Great Lakes Dredge & Dock Corporation,2013-08-26,8,0,1,1,1,0.066634804,0.88972193,0.043643255
test_001714,BTU,PEABODY ENERGY CORPORATION,2014-10-22,5,0,1,1,1,0.059635904,0.7892477,0.15111646
test_000211,UNIT,Uniti Group Inc.,2016-12-12,4,0,0,1,1,0.053213917,0.8864978,0.060288314
test_000852,PRAH,"PRA Health Sciences, Inc.",2014-09-19,7,0,0,1,1,0.03396496,0.8622943,0.10374069
test_001631,BCC,Boise Cascade Company,2012-06-15,4,0,0,1,1,0.026058026,0.9299006,0.04404133
test_000322,GBX,Greenbrier Companies Inc. (The),2011-08-01,1,0,0,1,1,0.020809911,0.9144005,0.064789504
test_000110,GBX,Greenbrier Companies Inc. (The),2012-01-10,1,0,0,1,1,0.01997385,0.9234978,0.056528356
test_001568,GTN,"Gray Television, Inc.",2012-09-24,9,0,0,1,1,0.017033052,0.9151975,0.06776947
test_000576,SXC,"SunCoke Energy, Inc.",2016-02-03,1,0,1,1,1,0.011785373,0.8259522,0.16226238
test_001449,CENT,Central Garden & Pet Co.,2013-01-18,4,0,1,1,1,0.009756855,0.89408,0.09616315
test_000678,CCOI,"Cogent Communications Finance, Inc.",2014-04-01,4,0,1,1,1,0.007023161,0.9029432,0.09003364
