rating_detail,company_name,ticker,rating_agency,rating_date,sector,source,current_ratio,debt_equity_ratio,gross_profit_margin,operating_profit_margin,ebit_margin,pretax_profit_margin,net_profit_margin,asset_turnover,roe,roa,operating_cashflow_ps,free_cashflow_ps,is_synthetic
2,OMNICOM GROUP INC,OMC,1,2014-04-30,8,2,-0.8779337611820385,0.139262137453501,-0.6801958379754854,-0.030907154915808012,-0.01810783197994419,0.09813312097623601,-0.07071875482316808,-0.19611407230985906,0.3847124205348549,0.015469883978430111,0.6202728963006002,0.382460220463194,0
1,NRG Energy Inc.,NRG,6,2012-12-19,9,2,-0.3848021301261459,0.3008726727955832,-0.7106919651210242,-0.4743964649338058,-0.46055773463576793,-1.419061222402141,-0.496778848278747,-0.9305960405257542,-0.24810616666888322,-0.7442176164501064,-1.270928557300009,-2.7559038489832997,0
0,"Beazer Homes USA, Inc.",BZH,2,2013-09-26,8,2,3.5393955656540217,1.8088607064242042,-1.3234336127534427,-1.5980768716174119,-1.5816045678350656,-2.213915509597499,-2.01469059667309,-0.5242192420833587,-1.6356662235838668,-2.080211781471344,2.16567163608147,3.4343212102005753,0
2,IDEX Corporation,IEX,5,2012-06-15,1,2,0.29760077380788125,-0.36248114003461895,-0.10156053849253475,0.27314063454750814,0.28522735967394997,0.39653665323865106,0.26758891697895143,-0.24708664377356612,-0.021861629540128196,0.2845515087784715,-0.6548847618174732,-0.26764991273526934,0
1,__SYNTHETIC__,SYN_1_0000101,5,2012-09-15,7,2,0.5101309637453475,-0.442017694223404,-0.4208845646351014,-0.10686263200908552,-0.08486811905372971,-0.19269879712920535,-0.10609495859166262,0.03445732720915351,-0.27025173379255474,-0.10295074974067564,-0.37673677110750914,-0.3100251564937757,1
2,"YUM! BRANDS, INC.",YUM,1,2014-07-18,4,2,-1.0329695522589666,0.3396355411022643,0.14245265267738477,0.30054056253036515,0.31256307035500264,0.42696854853829047,0.38464791884862565,1.2132443266336206,1.510551983040602,2.1080390501886823,-0.03621135656056826,-0.12334337322053485,0
0,__SYNTHETIC__,SYN_0_0000044,4,2014-12-29,9,2,-0.40487984759592166,-0.894032303718101,-0.19823204323334154,-0.022733341178236444,-0.43700988391125506,-0.09310586828794598,0.1585829070320166,0.17540696626852115,-0.08490291096053326,0.3840042415407634,0.041966151926136064,0.2819069035517354,1
2,"Mondelez International, Inc.",MDLZ,6,2012-06-18,3,2,-0.9819856231528435,-0.029949064434532977,-0.27399979311848066,-0.24878276237201424,-0.23547280365460493,-0.3888766963308738,0.2269763556708344,-0.8202954320265502,-0.18613634836007156,-0.5382441292731943,-0.011581490637675478,-0.0025748751651095978,0
2,AT&T Inc.,T,5,2012-06-15,9,1,-1.1849687220064657,0.48090038265458246,0.45458506795036996,-0.4513652909512935,-0.6009363669530204,-0.3848084157343348,-0.397650670694098,-0.6123173384775547,-0.2184786940641836,-0.613538550063217,1.6042947364641613,0.6487880757314484,0
2,Moody's Corporation,MCO,6,2014-06-16,8,2,0.4901732498425542,1.4613925335663083,1.1034380656254243,1.8614857816354942,1.8698498969892459,1.9079117587200856,1.5029892959581876,-0.13662310027281802,4.195805124749582,2.0809089491214867,-0.20580957773481331,-0.043121250413378005,0
